,Unnamed: 0,IDText,Text,new_text,Tokeniz,dibakukan,stemmed,pre_stem,Kelas_SVM,manual,Kelas_RF,Kelas_SVM_SMOTE_Minority,Kelas_SOMTERF,Kelas_SVM_SMOTE2,Kelas_Voting_Hard,Kelas_Stacking,Kelas_PCAVoting_Hard,Kelas_PCA_Stacking,Kelas_Stacking2,Kelas_Stacking3
882,882,TXT0883,"Enak banget ya jadi 01. Bikin jadwal Desak Anies di gedung milik pemerintah diluar hari Sabtu-Minggu, sekedar agar bisa framing drama terzholimi. Lalu cawapresnya mau mendaratkan helikopternya seenak udelnya tanpa pemberitahuan sama sekali. Mereka mau bikin negara tanpa aturan. https://t.co/KUp2tmwhnB [RE PartaiSocmed]",enak banget ya bikin jadwal desak anies gedung milik pemerintah diluar sabtuminggu sekedar framing drama terzholimi cawapresnya mendaratkan helikopternya seenak udelnya pemberitahuan bikin negara aturan,"['enak', 'banget', 'ya', 'bikin', 'jadwal', 'desak', 'anies', 'gedung', 'milik', 'pemerintah', 'diluar', 'sabtuminggu', 'sekedar', 'framing', 'drama', 'terzholimi', 'cawapresnya', 'mendaratkan', 'helikopternya', 'seenak', 'udelnya', 'pemberitahuan', 'bikin', 'negara', 'aturan']","['enak', 'banget', 'ya', 'bikin', 'jadwal', 'desak', 'anies', 'gedung', 'milik', 'pemerintah', 'diluar', 'sabtuminggu', 'sekedar', 'framing', 'drama', 'terzholimi', 'cawapresnya', 'mendaratkan', 'helikopternya', 'seenak', 'udelnya', 'pemberitahuan', 'bikin', 'negara', 'aturan']","['enak', 'banget', 'ya', 'bikin', 'jadwal', 'desak', 'anies', 'gedung', 'milik', 'perintah', 'luar', 'sabtuminggu', 'dar', 'framing', 'drama', 'terzholimi', 'cawapresnya', 'darat', 'helikopter', 'enak', 'udel', 'pemberitahuan', 'bikin', 'negara', 'atur']",enak banget ya bikin jadwal desak anies gedung milik perintah luar sabtuminggu dar framing drama terzholimi cawapresnya darat helikopter enak udel pemberitahuan bikin negara atur,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik
883,883,TXT0884,"Bicara Soal Upaya Pemberantasan Korupsi : 

Ã°ÂŸÂ—Â£Ã¯Â¸ÂGanjar-Mahfud komitmen akan tingkatkan transparansi, miskinkan koruptor dan kirim ke Nusakambangan.

Ã°ÂŸÂ—Â£Ã¯Â¸ÂPrabowo-Gibran akan Menjamin kualitas hidup para Penegak Hukum dan pejabat dengan cara Menaikkan Gaji.

Kalian setuju cara siapa ? https://t.co/xOZrpD167U [RE yusuf_dumdum]",bicara upaya pemberantasan korupsi komitmen tingkatkan transparansi miskinkan koruptor kirim menjamin kualitas hidup penegak hukum pejabat menaikkan gajikalian setuju,"['bicara', 'upaya', 'pemberantasan', 'korupsi', 'komitmen', 'tingkatkan', 'transparansi', 'miskinkan', 'koruptor', 'kirim', 'menjamin', 'kualitas', 'hidup', 'penegak', 'hukum', 'pejabat', 'menaikkan', 'gajikalian', 'setuju']","['bicara', 'upaya', 'pemberantasan', 'korupsi', 'komitmen', 'tingkatkan', 'transparansi', 'miskinkan', 'koruptor', 'kirim', 'menjamin', 'kualitas', 'hidup', 'penegak', 'hukum', 'pejabat', 'menaikkan', 'gajikalian', 'setuju']","['bicara', 'upaya', 'berantas', 'korupsi', 'komitmen', 'tingkat', 'transparansi', 'miskin', 'koruptor', 'kirim', 'jamin', 'kualitas', 'hidup', 'tegak', 'hukum', 'jabat', 'naik', 'gajikalian', 'tuju']",bicara upaya berantas korupsi komitmen tingkat transparansi miskin koruptor kirim jamin kualitas hidup tegak hukum jabat naik gajikalian tuju,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik
884,884,TXT0885,"Dari ketiga capres, hanya Anies yg bicara model pertahanan yg juga penting adalah diplomasi dan pemain central global.

Perencanaan dan pembelian alutsista tidak berorientasi masa lalu namun  disesuaikan dg kebutuhan masa depan. [RE saidi_sudarsono]",ketiga anies bicara model pertahanan diplomasi pemain central globalperencanaan pembelian alutsista berorientasi disesuaikan dg kebutuhan,"['ketiga', 'anies', 'bicara', 'model', 'pertahanan', 'diplomasi', 'pemain', 'central', 'globalperencanaan', 'pembelian', 'alutsista', 'berorientasi', 'disesuaikan', 'dg', 'kebutuhan']","['ketiga', 'anies', 'bicara', 'model', 'pertahanan', 'diplomasi', 'pemain', 'central', 'globalperencanaan', 'pembelian', 'alutsista', 'berorientasi', 'disesuaikan', 'dengan', 'kebutuhan']","['tiga', 'anies', 'bicara', 'model', 'tahan', 'diplomasi', 'main', 'central', 'globalperencanaan', 'beli', 'alutsista', 'orientasi', 'sesuai', 'dengan', 'butuh']",tiga anies bicara model tahan diplomasi main central globalperencanaan beli alutsista orientasi sesuai dengan butuh,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Politik,Pertahanan dan Keamanan
885,885,TXT0886,Perlu serius dicamkan bahwa aktualitas Anies sama sekali publik tidak mencerminkan kepemimpinan yang objektif dalam pemecahan masalah diplomasi seperti LCS ini @Claudia97079166 Anies Desak Anies Abah Anies Anies bubble #GanjarMahfud2067 https://t.co/mlajBaRL1I https://t.co/fdfXhsu6XK,serius dicamkan aktualitas anies publik mencerminkan kepemimpinan objektif pemecahan diplomasi lcs anies desak anies abah anies anies bubble,"['serius', 'dicamkan', 'aktualitas', 'anies', 'publik', 'mencerminkan', 'kepemimpinan', 'objektif', 'pemecahan', 'diplomasi', 'lcs', 'anies', 'desak', 'anies', 'abah', 'anies', 'anies', 'bubble']","['serius', 'dicamkan', 'aktualitas', 'anies', 'publik', 'mencerminkan', 'kepemimpinan', 'objektif', 'pemecahan', 'diplomasi', 'lcs', 'anies', 'desak', 'anies', 'abah', 'anies', 'anies', 'bubble']","['serius', 'cam', 'aktualitas', 'anies', 'publik', 'cermin', 'pimpin', 'objektif', 'pecah', 'diplomasi', 'lcs', 'anies', 'desak', 'anies', 'abah', 'anies', 'anies', 'bubble']",serius cam aktualitas anies publik cermin pimpin objektif pecah diplomasi lcs anies desak anies abah anies anies bubble,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya
886,886,TXT0887,"Rumah DP 0% itu terealisasi sdh ada di bbrp tempat, walaupun memang diakui secara presentase itu kecil, namanya jg on going project, dan waktu gubernur kan ada batasnya. Ya mestinya berkelanjutan, dan dilanjutkan pemerintahan selanjutnya. 
Kalo Pak Anies dikritisi tidak selesai, gmn dg yg lain? Boro2 selesai, yg ada malah gagal. Contoh proyek PS yg terkenal : food estate. Atau 03 dlm menangani banjir di pesisir utara jawa tengah. Gerak saja belum padahal sdh 2 periode. 
Jd mari berfikir rasional dg memperbandingkan. Jgn cuman disorotin satu pihak. Sorotin yg lain jg dong. [RE asfan_warah]",rumah dp terealisasi sdh bbrp diakui presentase namanya jg on going project gubernur batasnya ya mestinya berkelanjutan dilanjutkan pemerintahan kalo anies dikritisi selesai gmn dg selesai gagal contoh proyek ps terkenal food estate dlm menangani banjir pesisir utara jawa gerak sdh periode jd mari berfikir rasional dg memperbandingkan jgn cuman disorotin sorotin jg,"['rumah', 'dp', 'terealisasi', 'sdh', 'bbrp', 'diakui', 'presentase', 'namanya', 'jg', 'on', 'going', 'project', 'gubernur', 'batasnya', 'ya', 'mestinya', 'berkelanjutan', 'dilanjutkan', 'pemerintahan', 'kalo', 'anies', 'dikritisi', 'selesai', 'gmn', 'dg', 'selesai', 'gagal', 'contoh', 'proyek', 'ps', 'terkenal', 'food', 'estate', 'dlm', 'menangani', 'banjir', 'pesisir', 'utara', 'jawa', 'gerak', 'sdh', 'periode', 'jd', 'mari', 'berfikir', 'rasional', 'dg', 'memperbandingkan', 'jgn', 'cuman', 'disorotin', 'sorotin', 'jg']","['rumah', 'dp', 'terealisasi', 'sudah', 'beberapa', 'diakui', 'presentase', 'namanya', 'juga', 'on', 'going', 'project', 'gubernur', 'batasnya', 'ya', 'mestinya', 'berkelanjutan', 'dilanjutkan', 'pemerintahan', 'kalo', 'anies', 'dikritisi', 'selesai', 'bagaimana', 'dengan', 'selesai', 'gagal', 'contoh', 'proyek', 'pas', 'terkenal', 'food', 'estate', 'dalam', 'menangani', 'banjir', 'pesisir', 'utara', 'jawa', 'gerak', 'sudah', 'periode', 'jadi', 'mari', 'berpikir', 'rasional', 'dengan', 'memperbandingkan', 'jangan', 'cuman', 'disorotin', 'sorotin', 'juga']","['rumah', 'dp', 'realisasi', 'sudah', 'beberapa', 'aku', 'presentase', 'nama', 'juga', 'on', 'going', 'project', 'gubernur', 'batas', 'ya', 'mesti', 'lanjut', 'lanjut', 'perintah', 'kalo', 'anies', 'kritisi', 'selesai', 'bagaimana', 'dengan', 'selesai', 'gagal', 'contoh', 'proyek', 'pas', 'kenal', 'food', 'estate', 'dalam', 'tangan', 'banjir', 'pesisir', 'utara', 'jawa', 'gerak', 'sudah', 'periode', 'jadi', 'mari', 'pikir', 'rasional', 'dengan', 'banding', 'jangan', 'cuman', 'disorotin', 'sorotin', 'juga']",rumah dp realisasi sudah beberapa aku presentase nama juga on going project gubernur batas ya mesti lanjut lanjut perintah kalo anies kritisi selesai bagaimana dengan selesai gagal contoh proyek pas kenal food estate dalam tangan banjir pesisir utara jawa gerak sudah periode jadi mari pikir rasional dengan banding jangan cuman disorotin sorotin juga,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Demografi,Sosial Budaya,Sosial Budaya,Sumber Daya Alam,Sumber Daya Alam,Sumber Daya Alam,Politik,Sumber Daya Alam
887,887,TXT0888,@jinn1202 Saling menghargai sesama umat beragama... ganjar sangat Toleransi Ã°ÂŸÂ‘ÂÃ°ÂŸÂ‘ÂÃ°ÂŸÂ‘ÂÃ¢ÂÂ¤Ã¯Â¸ÂÃ°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â© Ganjar Mahfud Hebat #3GM #Coblos3 https://t.co/9bdBQWZ9wz,menghargai umat beragama toleransi hebat,"['menghargai', 'umat', 'beragama', 'toleransi', 'hebat']","['menghargai', 'umat', 'beragama', 'toleransi', 'hebat']","['harga', 'umat', 'agama', 'toleransi', 'hebat']",harga umat agama toleransi hebat,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya
888,888,TXT0889,"Wah, keren! Ganjar-Mahfud punya niat baik buat merregulasi platform digital, baik yang lokal maupun multinasional. Ini penting buat kepentingan nasional kita. @fckyouoff_ Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/vTGszpE5UU",keren niat merregulasi platform digital lokal multinasional kepentingan nasional fckyouoff happy new year,"['keren', 'niat', 'merregulasi', 'platform', 'digital', 'lokal', 'multinasional', 'kepentingan', 'nasional', 'fckyouoff', 'happy', 'new', 'year']","['keren', 'niat', 'merregulasi', 'platform', 'digital', 'lokal', 'multinasional', 'kepentingan', 'nasional', 'fckyouoff', 'happy', 'new', 'year']","['keren', 'niat', 'merregulasi', 'platform', 'digital', 'lokal', 'multinasional', 'penting', 'nasional', 'fckyouoff', 'happy', 'new', 'year']",keren niat merregulasi platform digital lokal multinasional penting nasional fckyouoff happy new year,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya
889,889,TXT0890,"Keren abis Ganjar-Mahfud bikin kebijakan pro kesejahteraan APH sat set buat Bhayangkara @pitubolu17 
#GanjarMahfudM3nangDebat
#GanjarMahfud2024
#Coblos3 https://t.co/XipAqxQ6jb",keren abis bikin kebijakan pro kesejahteraan aph sat set bhayangkara,"['keren', 'abis', 'bikin', 'kebijakan', 'pro', 'kesejahteraan', 'aph', 'sat', 'set', 'bhayangkara']","['keren', 'habis', 'bikin', 'kebijakan', 'pro', 'kesejahteraan', 'aph', 'sat', 'set', 'bhayangkara']","['keren', 'habis', 'bikin', 'bijak', 'pro', 'sejahtera', 'aph', 'sat', 'set', 'bhayangkara']",keren habis bikin bijak pro sejahtera aph sat set bhayangkara,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya
890,890,TXT0891,"Kok bisa ya Si MulutManies salah sejauh itu soal anggaran Prabowo? @Kasakkusuk16 
DukunganTulus Untuk02 Penasaran Kebebasan PTN TOP 10 Menhan Nyebokin Nangisin Goblok PT TMI 
https://t.co/o9qq6mbxkI https://t.co/82SvFyK8bP",ya si mulutmanies anggaran dukungantulus penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi,"['ya', 'si', 'mulutmanies', 'anggaran', 'dukungantulus', 'penasaran', 'kebebasan', 'ptn', 'top', 'menhan', 'nyebokin', 'nangisin', 'goblok', 'pt', 'tmi']","['ya', 'sih', 'mulutmanies', 'anggaran', 'dukungantulus', 'penasaran', 'kebebasan', 'ptn', 'top', 'menhan', 'nyebokin', 'nangisin', 'goblok', 'pt', 'tmi']","['ya', 'sih', 'mulutmanies', 'anggar', 'dukungantulus', 'penasaran', 'bebas', 'ptn', 'top', 'menhan', 'nyebokin', 'nangisin', 'goblok', 'pt', 'tmi']",ya sih mulutmanies anggar dukungantulus penasaran bebas ptn top menhan nyebokin nangisin goblok pt tmi,Pertahanan dan Keamanan,Politik,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Politik,Pertahanan dan Keamanan
891,891,TXT0892,"Dua tema yg sudah ramai sebelum #debatcapres2024 ke-3 adalah soal anggaran alutsista, anggaran pertahanan dan alutsista bekas. @prabowo dan tim substansi harusnya sudah siapkan jawaban yg taktis dan efisien, untuk satu menit dg argumentasi dan data. Tapi gak nampak. Timnya??? [RE unilubis]",tema ramai anggaran alutsista anggaran pertahanan alutsista bekas tim substansi siapkan taktis efisien menit dg argumentasi data nampak timnya,"['tema', 'ramai', 'anggaran', 'alutsista', 'anggaran', 'pertahanan', 'alutsista', 'bekas', 'tim', 'substansi', 'siapkan', 'taktis', 'efisien', 'menit', 'dg', 'argumentasi', 'data', 'nampak', 'timnya']","['tema', 'ramai', 'anggaran', 'alutsista', 'anggaran', 'pertahanan', 'alutsista', 'bekas', 'tim', 'substansi', 'siapkan', 'taktis', 'efisien', 'menit', 'dengan', 'argumentasi', 'data', 'menampak', 'timnya']","['tema', 'ramai', 'anggar', 'alutsista', 'anggar', 'tahan', 'alutsista', 'bekas', 'tim', 'substansi', 'siap', 'taktis', 'efisien', 'menit', 'dengan', 'argumentasi', 'data', 'tampak', 'tim']",tema ramai anggar alutsista anggar tahan alutsista bekas tim substansi siap taktis efisien menit dengan argumentasi data tampak tim,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Politik,Pertahanan dan Keamanan
